299,6.63,6.63,0.0
300,6.63,6.63,0.0
301,6.63,6.63,0.0
302,6.63,6.63,0.0
303,6.63,6.63,0.0
304,6.75,6.75,0.0
305,6.75,6.75,0.0
306,6.75,6.75,0.0
307,6.88,6.88,0.0
308,6.75,6.75,0.0
309,6.75,6.75,0.0
310,6.75,6.75,0.0
311,6.75,6.75,0.0
312,6.75,6.75,0.0
313,6.75,6.75,0.0
314,6.63,6.63,0.0
315,6.63,6.63,0.0
316,6.63,6.63,0.0
317,6.63,6.63,0.0
318,6.63,6.63,0.0
319,6.63,6.63,0.0
320,6.5,6.5,0.0
321,6.5,6.5,0.0
322,6.5,6.5,0.0
323,6.5,6.5,0.0
324,6.5,6.5,0.0
325,6.5,6.5,0.0
326,6.63,6.63,0.0
327,6.63,6.63,0.0
328,6.63,6.63,0.0
329,6.63,6.63,0.0
330,6.63,6.63,0.0
331,6.63,6.63,0.0
332,6.63,6.63,0.0
333,6.63,6.63,0.0
334,6.63,6.63,0.0
335,6.63,6.63,0.0
336,6.63,6.63,0.0
337,6.63,6.63,0.0
338,6.63,6.63,0.0
339,6.63,6.63,0.0
340,6.63,6.63,0.0
341,6.75,6.75,0.0
342,6.75,6.75,0.0
343,6.63,6.63,0.0
344,6.63,6.63,0.0
345,6.63,6.63,0.0
346,6.63,6.63,0.0
347,6.63,6.63,0.0
348,6.75,6.75,0.0
349,6.88,6.88,0.0
350,6.88,6.88,0.0
351,7.0,7.0,0.0
352,7.0,7.0,0.0
353,7.0,7.0,0.0
354,7.0,7.0,0.0
355,7.0,7.0,0.0
356,7.0,7.0,0.0
357,6.88,6.88,0.0
358,6.88,6.88,0.0
359,6.75,6.75,0.0
360,6.75,6.75,0.0
361,6.75,6.75,0.0
362,6.63,6.63,0.0
363,6.63,6.63,0.0
364,6.63,6.63,0.0
365,6.63,6.63,0.0
366,6.63,6.63,0.0
367,6.63,6.63,0.0
368,6.63,6.63,0.0
369,6.63,6.63,0.0
370,6.75,6.75,0.0
371,6.88,6.88,0.0
372,6.88,6.88,0.0
373,6.88,6.88,0.0
374,6.88,6.88,0.0
375,6.75,6.75,0.0
376,6.75,6.75,0.0
377,6.63,6.63,0.0
378,6.63,6.63,0.0
379,6.75,6.75,0.0
380,6.63,6.63,0.0
381,6.63,6.63,0.0
382,6.63,6.63,0.0
383,6.63,6.63,0.0
384,6.63,6.63,0.0
385,6.63,6.63,0.0
386,6.75,6.75,0.0
387,6.75,6.75,0.0
388,6.75,6.75,0.0
389,6.63,6.63,0.0
390,6.63,6.63,0.0
391,6.63,6.63,0.0
392,6.63,6.63,0.0
393,6.63,6.63,0.0
394,6.63,6.63,0.0
395,6.5,6.5,0.0
396,6.5,6.5,0.0
397,6.5,6.5,0.0
398,6.38,6.38,0.0
399,6.38,6.38,0.0
400,6.38,6.38,0.0
401,6.38,6.38,0.0
402,6.5,6.5,0.0
403,6.5,6.5,0.0
404,6.5,6.5,0.0
405,6.5,6.5,0.0
406,6.5,6.5,0.0
407,6.5,6.5,0.0
408,6.5,6.5,0.0
409,6.5,6.5,0.0
410,6.38,6.38,0.0
411,6.38,6.38,0.0
412,6.38,6.38,0.0
413,6.38,6.38,0.0
414,6.38,6.38,0.0
415,6.38,6.38,0.0
416,6.38,6.38,0.0
417,6.5,6.5,0.0
418,6.5,6.5,0.0
419,6.38,6.38,0.0
420,6.38,6.38,0.0
421,6.5,6.5,0.0
422,6.5,6.5,0.0
423,6.38,6.38,0.0
424,6.38,6.38,0.0
425,6.38,6.38,0.0
426,6.38,6.38,0.0
427,6.38,6.38,0.0
428,6.5,6.5,0.0
429,6.63,6.63,0.0
430,6.5,6.5,0.0
431,6.38,6.38,0.0
432,6.38,6.38,0.0
433,6.38,6.38,0.0
434,6.5,6.5,0.0
435,6.5,6.5,0.0
436,6.63,6.63,0.0
437,6.75,6.75,0.0
438,6.75,6.75,0.0
439,6.75,6.75,0.0
440,6.75,6.75,0.0
441,6.75,6.75,0.0
442,6.75,6.75,0.0
443,6.63,6.63,0.0
444,6.63,6.63,0.0
445,6.88,6.88,0.0
446,6.75,6.75,0.0
447,6.75,6.75,0.0
448,6.75,6.75,0.0
