697,5.3,5.3,0.0
698,5.5,5.5,0.0
699,5.9,5.9,0.0
700,5.1,5.1,0.0
701,5.1,5.1,0.0
702,4.9,4.9,0.0
703,5.2,5.2,0.0
704,5.4,5.4,0.0
705,5.9,5.9,0.0
706,5.6,5.6,0.0
707,6.7,6.7,0.0
708,6.7,6.7,0.0
709,6.7,6.7,0.0
710,5.3,5.3,0.0
711,5.5,5.5,0.0
712,5.0,5.0,0.0
713,4.7,4.7,0.0
714,5.6,5.6,0.0
715,5.7,5.7,0.0
716,6.1,6.1,0.0
717,5.6,5.6,0.0
718,5.6,5.6,0.0
719,5.5,5.5,0.0
720,5.8,5.8,0.0
721,5.5,5.5,0.0
722,5.4,5.4,0.0
723,6.6,6.6,0.0
724,6.8,6.8,0.0
725,5.8,5.8,0.0
726,6.2,6.2,0.0
727,5.5,5.5,0.0
728,5.5,5.5,0.0
729,5.6,5.6,0.0
730,5.9,5.9,0.0
731,6.2,6.2,0.0
732,5.8,5.8,0.0
733,5.7,5.7,0.0
734,5.4,5.4,0.0
735,5.2,5.2,0.0
736,4.9,4.9,0.0
737,4.9,4.9,0.0
738,4.7,4.7,0.0
739,5.1,5.1,0.0
740,5.4,5.4,0.0
741,5.8,5.8,0.0
742,4.9,4.9,0.0
743,4.0,4.0,0.0
744,4.0,4.0,0.0
745,3.8,3.8,0.0
746,3.6,3.6,0.0
747,3.6,3.6,0.0
748,4.0,4.0,0.0
749,3.4,3.4,0.0
750,3.4,3.4,0.0
751,3.9,3.9,0.0
752,3.3,3.3,0.0
753,3.2,3.2,0.0
754,3.7,3.7,0.0
755,3.6,3.6,0.0
756,3.7,3.7,0.0
757,3.9,3.9,0.0
758,4.3,4.3,0.0
759,3.9,3.9,0.0
760,4.1,4.1,0.0
761,3.6,3.6,0.0
762,3.0,3.0,0.0
763,2.9,2.9,0.0
764,3.7,3.7,0.0
765,3.9,3.9,0.0
766,3.2,3.2,0.0
767,3.3,3.3,0.0
768,3.0,3.0,0.0
769,3.4,3.4,0.0
770,3.4,3.4,0.0
771,3.4,3.4,0.0
772,3.8,3.8,0.0
773,3.9,3.9,0.0
774,4.4,4.4,0.0
775,3.9,3.9,0.0
776,4.4,4.4,0.0
777,5.0,5.0,0.0
778,4.7,4.7,0.0
779,5.4,5.4,0.0
780,5.1,5.1,0.0
781,5.2,5.2,0.0
782,6.0,6.0,0.0
783,5.9,5.9,0.0
784,5.8,5.8,0.0
785,5.7,5.7,0.0
786,5.5,5.5,0.0
787,5.3,5.3,0.0
788,6.2,6.2,0.0
789,6.8,6.8,0.0
790,6.8,6.8,0.0
791,6.6,6.6,0.0
792,7.7,7.7,0.0
793,7.9,7.9,0.0
794,7.7,7.7,0.0
795,7.1,7.1,0.0
796,7.5,7.5,0.0
797,8.4,8.4,0.0
